"name","country","type","filterType","isMotorized","isMechanized","isHorsed","isCarrier","isRecon","isParatrooper","isEngineers","isCavalry","isOnBoat","isDropable","isTrain","isSubmarine","isSupplyShip","isConvoy","canCarryRockets","canCarryBombs","canCarryTorpedo","isInfantry","isFootInfantry","isTransportCandidate"
"Dragon's teeth","Norway","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Philippines","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Slovakia","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Switzerland","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Thailand","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Turkey","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Sweden","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","USA","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Soviet Union","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"Dragon's teeth","Spain","Tank","FilterBuilding","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
